,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set,Minimally Residential,Water Area,Consumer Service N/A
2327,"BellSouth Telecommunications, Inc.",47037018804,29,29,29,29,29,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2328,"COMCAST CABLE COMMUNICATIONS, LLC",47037018804,29,29,29,29,29,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2329,"BellSouth Telecommunications, Inc.",47037019006,33,29,29,29,29,87.88,87.88,87.88,87.88,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2330,"COMCAST CABLE COMMUNICATIONS, LLC",47037019006,33,26,26,26,26,78.79,78.79,78.79,78.79,True,True,True,True,{43},False,False,False
2331,"BellSouth Telecommunications, Inc.",47037019110,30,26,26,26,26,86.67,86.67,86.67,86.67,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2332,"COMCAST CABLE COMMUNICATIONS, LLC",47037019110,30,30,30,30,30,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2333,"BellSouth Telecommunications, Inc.",47037019112,24,23,23,22,22,95.83,95.83,91.67,91.67,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2334,United Telephone Company,47037019112,24,3,3,3,3,12.5,12.5,12.5,12.5,False,False,False,False,{11},False,False,False
2335,"COMCAST CABLE COMMUNICATIONS, LLC",47037019112,24,22,22,22,22,91.67,91.67,91.67,91.67,True,True,True,True,{43},False,False,False
2336,TDS TELECOMMUNICATIONS LLC,47037019114,117,4,4,4,4,3.42,3.42,3.42,3.42,False,False,False,False,"{50, 11, 12}",False,False,False
2337,"BellSouth Telecommunications, Inc.",47037019114,117,50,42,42,42,42.74,35.9,35.9,35.9,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2338,United Telephone Company,47037019114,117,79,79,52,52,67.52,67.52,44.44,44.44,True,True,True,True,"{50, 11}",False,False,False
2339,"United Communications, Inc.",47037019114,117,8,8,8,8,6.84,6.84,6.84,6.84,False,False,False,False,{70},False,False,False
2340,"COMCAST CABLE COMMUNICATIONS, LLC",47037019114,117,102,102,102,102,87.18,87.18,87.18,87.18,True,True,True,True,{43},False,False,False
2341,"BellSouth Telecommunications, Inc.",47037019115,27,22,22,22,22,81.48,81.48,81.48,81.48,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2342,United Telephone Company,47037019115,27,11,11,5,5,40.74,40.74,18.52,18.52,True,True,False,False,{11},False,False,False
2343,"COMCAST CABLE COMMUNICATIONS, LLC",47037019115,27,27,27,27,27,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2344,"BellSouth Telecommunications, Inc.",47037019116,19,19,19,19,19,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2345,"COMCAST CABLE COMMUNICATIONS, LLC",47037019116,19,18,18,18,18,94.74,94.74,94.74,94.74,True,True,True,True,{43},False,False,False
2346,TDS TELECOMMUNICATIONS LLC,47037019117,29,2,2,2,2,6.9,6.9,6.9,6.9,False,False,False,False,"{50, 11, 12}",False,False,False
2347,"BellSouth Telecommunications, Inc.",47037019117,29,4,4,4,2,13.79,13.79,13.79,6.9,False,False,False,False,"{10, 11, 12, 50}",False,False,False
2348,United Telephone Company,47037019117,29,28,28,24,24,96.55,96.55,82.76,82.76,True,True,True,True,{11},False,False,False
2349,"United Communications, Inc.",47037019117,29,4,4,4,4,13.79,13.79,13.79,13.79,False,False,False,False,{70},False,False,False
2350,"COMCAST CABLE COMMUNICATIONS, LLC",47037019117,29,23,23,23,23,79.31,79.31,79.31,79.31,True,True,True,True,{43},False,False,False
2351,"BellSouth Telecommunications, Inc.",47047060404,98,93,90,89,83,94.9,91.84,90.82,84.69,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2352,"COMCAST CABLE COMMUNICATIONS, LLC",47047060404,98,86,86,86,86,87.76,87.76,87.76,87.76,True,True,True,True,{43},False,False,False
2353,"BellSouth Telecommunications, Inc.",47047060600,125,97,91,44,27,77.6,72.8,35.2,21.6,True,True,True,False,"{10, 11, 12, 70}",False,False,False
2354,Eagle One Wireless,47047060600,125,1,1,0,0,0.8,0.8,0.0,0.0,False,False,False,False,{70},False,False,False
2355,Capshaw Enterprises,47047060600,125,2,2,1,1,1.6,1.6,0.8,0.8,False,False,False,False,{70},False,False,False
2356,"COMCAST CABLE COMMUNICATIONS, LLC",47047060600,125,81,81,81,81,64.8,64.8,64.8,64.8,True,True,True,True,{43},False,False,False
2357,"BellSouth Telecommunications, Inc.",47047060701,77,49,48,27,21,63.64,62.34,35.06,27.27,True,True,True,False,"{10, 11, 12, 70}",False,False,False
2358,"COMCAST CABLE COMMUNICATIONS, LLC",47047060701,77,59,59,59,59,76.62,76.62,76.62,76.62,True,True,True,True,{43},False,False,False
2359,"BellSouth Telecommunications, Inc.",47065000400,110,106,94,49,27,96.36,85.45,44.55,24.55,True,True,True,False,"{10, 11, 12}",False,False,False
2360,EPB Fiber Optics,47065000400,110,106,106,106,106,96.36,96.36,96.36,96.36,True,True,True,True,{50},False,False,False
2361,"COMCAST CABLE COMMUNICATIONS, LLC",47065000400,110,99,99,99,99,90.0,90.0,90.0,90.0,True,True,True,True,{43},False,False,False
2362,"BellSouth Telecommunications, Inc.",47065001300,108,95,95,93,2,87.96,87.96,86.11,1.85,True,True,True,False,"{10, 11, 12}",False,False,False
2363,EPB Fiber Optics,47065001300,108,94,94,94,94,87.04,87.04,87.04,87.04,True,True,True,True,{50},False,False,False
2364,"COMCAST CABLE COMMUNICATIONS, LLC",47065001300,108,82,82,82,82,75.93,75.93,75.93,75.93,True,True,True,True,{43},False,False,False
2365,"BellSouth Telecommunications, Inc.",47065010435,77,63,63,59,58,81.82,81.82,76.62,75.32,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2366,EPB Fiber Optics,47065010435,77,71,71,71,71,92.21,92.21,92.21,92.21,True,True,True,True,{50},False,False,False
2367,"COMCAST CABLE COMMUNICATIONS, LLC",47065010435,77,65,65,65,65,84.42,84.42,84.42,84.42,True,True,True,True,{43},False,False,False
2368,"BellSouth Telecommunications, Inc.",47065012100,181,117,107,98,92,64.64,59.12,54.14,50.83,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2369,EPB Fiber Optics,47065012100,181,150,150,150,150,82.87,82.87,82.87,82.87,True,True,True,True,{50},False,False,False
2370,"COMCAST CABLE COMMUNICATIONS, LLC",47065012100,181,141,141,141,141,77.9,77.9,77.9,77.9,True,True,True,True,{43},False,False,False
2371,"Charter Communications, Inc.",47065012100,181,3,3,3,3,1.66,1.66,1.66,1.66,False,False,False,False,{43},False,False,False
2372,"BellSouth Telecommunications, Inc.",47065012400,119,108,108,91,6,90.76,90.76,76.47,5.04,True,True,True,False,"{10, 11, 50}",False,False,False
2373,EPB Fiber Optics,47065012400,119,109,109,109,109,91.6,91.6,91.6,91.6,True,True,True,True,{50},False,False,False
2374,"COMCAST CABLE COMMUNICATIONS, LLC",47065012400,119,86,86,86,86,72.27,72.27,72.27,72.27,True,True,True,True,{43},False,False,False
2375,"BellSouth Telecommunications, Inc.",47069950500,233,165,157,54,23,70.82,67.38,23.18,9.87,True,True,False,False,"{10, 11, 70}",False,False,False
2376,Capshaw Enterprises,47069950500,233,56,21,0,0,24.03,9.01,0.0,0.0,False,False,False,False,{70},False,False,False
2377,"Aeneas Communications, LLC",47069950500,233,1,0,0,0,0.43,0.0,0.0,0.0,False,False,False,False,{30},False,False,False
2378,"COMCAST CABLE COMMUNICATIONS, LLC",47069950500,233,137,137,137,137,58.8,58.8,58.8,58.8,True,True,True,True,{43},False,False,False
2379,"BellSouth Telecommunications, Inc.",47071920500,217,105,103,4,2,48.39,47.47,1.84,0.92,True,True,False,False,"{10, 11, 70}",False,False,False
2380,Mediacom Southeast LLC,47071920500,217,1,1,1,1,0.46,0.46,0.46,0.46,False,False,False,False,{42},False,False,False
2381,"Tristate Internet, LLC",47071920500,217,9,9,3,1,4.15,4.15,1.38,0.46,False,False,False,False,{70},False,False,False
2382,"COMCAST CABLE COMMUNICATIONS, LLC",47071920500,217,2,2,2,2,0.92,0.92,0.92,0.92,False,False,False,False,{43},False,False,False
2383,"Charter Communications, Inc.",47071920500,217,186,186,186,186,85.71,85.71,85.71,85.71,True,True,True,True,{43},False,False,False
2384,"BellSouth Telecommunications, Inc.",47079969500,218,150,150,117,83,68.81,68.81,53.67,38.07,True,True,True,True,"{10, 11, 12, 70}",False,False,False
2385,BeaDun Communications,47079969500,218,1,0,0,0,0.46,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
2386,"Aeneas Communications, LLC",47079969500,218,3,2,2,2,1.38,0.92,0.92,0.92,False,False,False,False,"{42, 11, 50}",False,False,False
2387,"Charter Communications, Inc.",47079969500,218,218,218,218,218,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2388,"BellSouth Telecommunications, Inc.",47081950301,124,104,98,54,35,83.87,79.03,43.55,28.23,True,True,True,False,"{10, 11, 12, 70}",False,False,False
2389,"JTM Broadband, LLC",47081950301,124,7,7,7,7,5.65,5.65,5.65,5.65,False,False,False,False,{70},False,False,False
2390,"Charter Communications, Inc.",47081950301,124,74,74,74,74,59.68,59.68,59.68,59.68,True,True,True,True,{43},False,False,False
2391,"BellSouth Telecommunications, Inc.",47093001800,53,52,52,51,51,98.11,98.11,96.23,96.23,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2392,UNITED STATES CELLULAR CORPORATION,47093001800,53,51,0,0,0,96.23,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
2393,"COMCAST CABLE COMMUNICATIONS, LLC",47093001800,53,52,52,52,52,98.11,98.11,98.11,98.11,True,True,True,True,{43},False,False,False
2394,"BellSouth Telecommunications, Inc.",47093004100,61,61,61,57,57,100.0,100.0,93.44,93.44,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2395,UNITED STATES CELLULAR CORPORATION,47093004100,61,2,0,0,0,3.28,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
2396,"Knology of Alabama, Inc.",47093004100,61,59,59,59,59,96.72,96.72,96.72,96.72,True,True,True,True,"{42, 50}",False,False,False
2397,"COMCAST CABLE COMMUNICATIONS, LLC",47093004100,61,58,58,58,58,95.08,95.08,95.08,95.08,True,True,True,True,{43},False,False,False
2398,"BellSouth Telecommunications, Inc.",47093004300,67,55,53,44,37,82.09,79.1,65.67,55.22,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2399,UNITED STATES CELLULAR CORPORATION,47093004300,67,35,0,0,0,52.24,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
2400,"Knology of Alabama, Inc.",47093004300,67,22,22,22,22,32.84,32.84,32.84,32.84,True,True,True,True,"{42, 50}",False,False,False
2401,"COMCAST CABLE COMMUNICATIONS, LLC",47093004300,67,41,41,41,41,61.19,61.19,61.19,61.19,True,True,True,True,{43},False,False,False
2402,"BellSouth Telecommunications, Inc.",47093004800,105,70,70,66,62,66.67,66.67,62.86,59.05,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2403,UNITED STATES CELLULAR CORPORATION,47093004800,105,1,0,0,0,0.95,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
2404,"Knology of Alabama, Inc.",47093004800,105,61,61,61,61,58.1,58.1,58.1,58.1,True,True,True,True,"{42, 50}",False,False,False
2405,Frontier Communications Corporation,47093004800,105,25,11,11,0,23.81,10.48,10.48,0.0,False,False,False,False,"{10, 11, 12}",False,False,False
2406,"COMCAST CABLE COMMUNICATIONS, LLC",47093004800,105,87,87,87,87,82.86,82.86,82.86,82.86,True,True,True,True,{43},False,False,False
2407,"BellSouth Telecommunications, Inc.",47093004900,89,74,74,73,71,83.15,83.15,82.02,79.78,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2408,UNITED STATES CELLULAR CORPORATION,47093004900,89,63,0,0,0,70.79,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
2409,"Knology of Alabama, Inc.",47093004900,89,41,41,41,41,46.07,46.07,46.07,46.07,True,True,True,True,"{42, 50}",False,False,False
2410,"COMCAST CABLE COMMUNICATIONS, LLC",47093004900,89,79,79,79,79,88.76,88.76,88.76,88.76,True,True,True,True,{43},False,False,False
2411,"BellSouth Telecommunications, Inc.",47093005301,106,92,87,79,64,86.79,82.08,74.53,60.38,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
2412,UNITED STATES CELLULAR CORPORATION,47093005301,106,27,0,0,0,25.47,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
2413,"COMCAST CABLE COMMUNICATIONS, LLC",47093005301,106,89,89,89,89,83.96,83.96,83.96,83.96,True,True,True,True,{43},False,False,False
2414,"BellSouth Telecommunications, Inc.",47103975300,288,215,207,144,49,74.65,71.88,50.0,17.01,True,True,True,False,"{10, 11, 12}",False,False,False
2415,Mediacom Southeast LLC,47103975300,288,43,43,43,43,14.93,14.93,14.93,14.93,False,False,False,False,"{42, 43}",False,False,False
2416,Monster Broadband,47103975300,288,287,287,287,287,99.65,99.65,99.65,99.65,True,True,True,True,{70},False,False,False
2417,Fayetteville Public Utilities,47103975300,288,1,1,1,1,0.35,0.35,0.35,0.35,False,False,False,False,{42},False,False,False
2418,"COMCAST CABLE COMMUNICATIONS, LLC",47103975300,288,1,1,1,1,0.35,0.35,0.35,0.35,False,False,False,False,{43},False,False,False
2419,"Charter Communications, Inc.",47103975300,288,215,215,215,215,74.65,74.65,74.65,74.65,True,True,True,True,{43},False,False,False
2420,"BellSouth Telecommunications, Inc.",47103975601,119,89,89,46,41,74.79,74.79,38.66,34.45,True,True,True,True,"{10, 11, 12, 70}",False,False,False
2421,Mediacom Southeast LLC,47103975601,119,85,85,85,85,71.43,71.43,71.43,71.43,True,True,True,True,"{42, 43}",False,False,False
2422,Monster Broadband,47103975601,119,119,119,119,119,100.0,100.0,100.0,100.0,True,True,True,True,{70},False,False,False
2423,"Charter Communications, Inc.",47103975601,119,22,22,22,22,18.49,18.49,18.49,18.49,False,False,False,False,{43},False,False,False
2424,"BellSouth Telecommunications, Inc.",47105060600,312,206,202,157,86,66.03,64.74,50.32,27.56,True,True,True,False,"{70, 10, 11, 12, 50}",False,False,False
2425,UNITED STATES CELLULAR CORPORATION,47105060600,312,41,0,0,0,13.14,0.0,0.0,0.0,False,False,False,False,{70},False,False,False
2426,"Charter Communications, Inc.",47105060600,312,267,267,267,267,85.58,85.58,85.58,85.58,True,True,True,True,{43},False,False,False
2427,"BellSouth Telecommunications, Inc.",47107970300,138,135,135,120,99,97.83,97.83,86.96,71.74,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
2428,"COMCAST CABLE COMMUNICATIONS, LLC",47107970300,138,122,122,122,122,88.41,88.41,88.41,88.41,True,True,True,True,"{42, 43}",False,False,False
2429,"BellSouth Telecommunications, Inc.",47119010801,92,73,73,70,65,79.35,79.35,76.09,70.65,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2430,Columbia Power and Water System,47119010801,92,63,63,63,63,68.48,68.48,68.48,68.48,True,True,True,True,{42},False,False,False
2431,"Charter Communications, Inc.",47119010801,92,92,92,92,92,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2432,"BellSouth Telecommunications, Inc.",47125100601,46,38,38,38,38,82.61,82.61,82.61,82.61,True,True,True,True,"{50, 11, 12}",False,False,False
2433,"Charter Communications, Inc.",47125100601,46,46,46,46,46,100.0,100.0,100.0,100.0,True,True,True,True,{43},False,False,False
2434,Ken-Tenn Wireless,47131965600,206,13,13,6,4,6.31,6.31,2.91,1.94,False,False,False,False,{70},False,False,False
2435,Union City Energy Authority,47131965600,206,10,10,10,10,4.85,4.85,4.85,4.85,False,False,False,False,{50},False,False,False
2436,"BellSouth Telecommunications, Inc.",47131965600,206,134,134,105,0,65.05,65.05,50.97,0.0,True,True,True,False,"{10, 11}",False,False,False
2437,"ECSIS.NET, LLC DBA Electronic Communication Systems",47131965600,206,206,206,206,0,100.0,100.0,100.0,0.0,True,True,True,False,{11},False,False,False
2438,"Charter Communications, Inc.",47131965600,206,194,194,194,194,94.17,94.17,94.17,94.17,True,True,True,True,{43},False,False,False
2439,UNITED STATES CELLULAR CORPORATION,47141000200,366,120,0,0,0,32.79,0.0,0.0,0.0,True,False,False,False,{70},False,False,False
2440,Twin Lakes Telephone Cooperative Corporation,47141000200,366,3,2,1,1,0.82,0.55,0.27,0.27,False,False,False,False,"{50, 11}",False,False,False
2441,Frontier Communications Corporation,47141000200,366,283,231,221,165,77.32,63.11,60.38,45.08,True,True,True,True,"{10, 50, 11, 12}",False,False,False
2442,"Charter Communications, Inc.",47141000200,366,296,296,296,296,80.87,80.87,80.87,80.87,True,True,True,True,{43},False,False,False
2443,"BellSouth Telecommunications, Inc.",47147080103,103,93,91,80,73,90.29,88.35,77.67,70.87,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2444,"COMCAST CABLE COMMUNICATIONS, LLC",47147080103,103,97,97,97,97,94.17,94.17,94.17,94.17,True,True,True,True,{43},False,False,False
2445,"BellSouth Telecommunications, Inc.",47149040304,41,41,41,40,40,100.0,100.0,97.56,97.56,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2446,"United Communications, Inc.",47149040304,41,29,29,29,29,70.73,70.73,70.73,70.73,True,True,True,True,{70},False,False,False
2447,"COMCAST CABLE COMMUNICATIONS, LLC",47149040304,41,39,39,39,39,95.12,95.12,95.12,95.12,True,True,True,True,{43},False,False,False
2448,"BellSouth Telecommunications, Inc.",47149040305,29,26,26,25,22,89.66,89.66,86.21,75.86,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2449,"United Communications, Inc.",47149040305,29,29,29,29,29,100.0,100.0,100.0,100.0,True,True,True,True,{70},False,False,False
2450,"COMCAST CABLE COMMUNICATIONS, LLC",47149040305,29,26,26,26,26,89.66,89.66,89.66,89.66,True,True,True,True,{43},False,False,False
2451,"BellSouth Telecommunications, Inc.",47149040308,66,65,65,65,65,98.48,98.48,98.48,98.48,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2452,"United Communications, Inc.",47149040308,66,3,3,3,3,4.55,4.55,4.55,4.55,False,False,False,False,{70},False,False,False
2453,"COMCAST CABLE COMMUNICATIONS, LLC",47149040308,66,64,64,64,64,96.97,96.97,96.97,96.97,True,True,True,True,{43},False,False,False
2454,"BellSouth Telecommunications, Inc.",47149040403,102,98,97,97,96,96.08,95.1,95.1,94.12,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2455,"COMCAST CABLE COMMUNICATIONS, LLC",47149040403,102,96,96,96,96,94.12,94.12,94.12,94.12,True,True,True,True,{43},False,False,False
2456,"BellSouth Telecommunications, Inc.",47149040702,151,110,108,107,103,72.85,71.52,70.86,68.21,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2457,United Telephone Company,47149040702,151,31,31,0,0,20.53,20.53,0.0,0.0,False,False,False,False,{11},False,False,False
2458,"United Communications, Inc.",47149040702,151,79,79,79,79,52.32,52.32,52.32,52.32,True,True,True,True,{70},False,False,False
2459,"COMCAST CABLE COMMUNICATIONS, LLC",47149040702,151,86,86,86,86,56.95,56.95,56.95,56.95,True,True,True,True,{43},False,False,False
2460,"Charter Communications, Inc.",47149040702,151,1,1,1,1,0.66,0.66,0.66,0.66,False,False,False,False,{43},False,False,False
2461,"BellSouth Telecommunications, Inc.",47149040808,85,79,78,76,76,92.94,91.76,89.41,89.41,True,True,True,True,"{70, 10, 11, 12, 50}",False,False,False
2462,"COMCAST CABLE COMMUNICATIONS, LLC",47149040808,85,76,76,76,76,89.41,89.41,89.41,89.41,True,True,True,True,{43},False,False,False
2463,"BellSouth Telecommunications, Inc.",47149040905,144,104,102,101,101,72.22,70.83,70.14,70.14,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2464,"United Communications, Inc.",47149040905,144,99,99,99,99,68.75,68.75,68.75,68.75,True,True,True,True,{70},False,False,False
2465,"COMCAST CABLE COMMUNICATIONS, LLC",47149040905,144,105,105,105,105,72.92,72.92,72.92,72.92,True,True,True,True,{43},False,False,False
2466,"BellSouth Telecommunications, Inc.",47149041000,103,99,99,98,94,96.12,96.12,95.15,91.26,True,True,True,True,"{10, 11, 12, 50}",False,False,False
2467,"COMCAST CABLE COMMUNICATIONS, LLC",47149041000,103,93,93,93,93,90.29,90.29,90.29,90.29,True,True,True,True,{43},False,False,False
