,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set
2563,"COMCAST CABLE COMMUNICATIONS, LLC",47157008700,67,65,65,65,65,97.01,97.01,97.01,97.01,True,True,True,True,{43}
2564,"BellSouth Telecommunications, Inc.",47157008800,96,90,90,89,43,93.75,93.75,92.71,44.79,True,True,True,True,"{10, 11, 12, 50}"
2565,"COMCAST CABLE COMMUNICATIONS, LLC",47157008800,96,94,94,94,94,97.92,97.92,97.92,97.92,True,True,True,True,{43}
2566,"BellSouth Telecommunications, Inc.",47157008900,62,59,59,59,2,95.16,95.16,95.16,3.23,True,True,True,False,"{10, 11, 12}"
2567,"COMCAST CABLE COMMUNICATIONS, LLC",47157008900,62,57,57,57,57,91.94,91.94,91.94,91.94,True,True,True,True,{43}
2568,"BellSouth Telecommunications, Inc.",47157009300,74,74,74,73,70,100.0,100.0,98.65,94.59,True,True,True,True,"{10, 11, 12, 50}"
2569,Premier Satellite,47157009300,74,5,5,5,5,6.76,6.76,6.76,6.76,False,False,False,False,{70}
2570,"COMCAST CABLE COMMUNICATIONS, LLC",47157009300,74,73,73,73,73,98.65,98.65,98.65,98.65,True,True,True,True,{43}
2571,"BellSouth Telecommunications, Inc.",47157009700,38,37,37,37,37,97.37,97.37,97.37,97.37,True,True,True,True,"{10, 11, 12, 50}"
2572,"COMCAST CABLE COMMUNICATIONS, LLC",47157009700,38,37,37,37,37,97.37,97.37,97.37,97.37,True,True,True,True,{43}
2573,"BellSouth Telecommunications, Inc.",47157009800,48,48,48,46,45,100.0,100.0,95.83,93.75,True,True,True,True,"{10, 11, 12, 50}"
2574,"COMCAST CABLE COMMUNICATIONS, LLC",47157009800,48,46,46,46,46,95.83,95.83,95.83,95.83,True,True,True,True,{43}
2575,"BellSouth Telecommunications, Inc.",47157009902,50,45,40,23,18,90.0,80.0,46.0,36.0,True,True,True,True,"{10, 11, 12}"
2576,"COMCAST CABLE COMMUNICATIONS, LLC",47157009902,50,41,41,41,41,82.0,82.0,82.0,82.0,True,True,True,True,{43}
2577,"BellSouth Telecommunications, Inc.",47157010000,79,79,79,70,69,100.0,100.0,88.61,87.34,True,True,True,True,"{10, 11, 12, 50}"
2578,"COMCAST CABLE COMMUNICATIONS, LLC",47157010000,79,77,77,77,77,97.47,97.47,97.47,97.47,True,True,True,True,{43}
2579,"BellSouth Telecommunications, Inc.",47157010110,73,73,73,60,14,100.0,100.0,82.19,19.18,True,True,True,True,"{10, 11, 12}"
2580,"COMCAST CABLE COMMUNICATIONS, LLC",47157010110,73,73,73,73,73,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2581,"BellSouth Telecommunications, Inc.",47157010120,75,75,75,46,11,100.0,100.0,61.33,14.67,True,True,True,False,"{10, 11, 12}"
2582,"COMCAST CABLE COMMUNICATIONS, LLC",47157010120,75,70,70,70,70,93.33,93.33,93.33,93.33,True,True,True,True,{43}
2583,"BellSouth Telecommunications, Inc.",47157010220,85,73,58,33,30,85.88,68.24,38.82,35.29,True,True,True,True,"{10, 11, 12, 50}"
2584,"Millington Telephone Co., Inc.",47157010220,85,1,1,1,1,1.18,1.18,1.18,1.18,False,False,False,False,{10}
2585,"COMCAST CABLE COMMUNICATIONS, LLC",47157010220,85,83,83,83,83,97.65,97.65,97.65,97.65,True,True,True,True,{43}
2586,"BellSouth Telecommunications, Inc.",47157010620,37,37,36,30,28,100.0,97.3,81.08,75.68,True,True,True,True,"{10, 11, 12}"
2587,"COMCAST CABLE COMMUNICATIONS, LLC",47157010620,37,34,34,34,34,91.89,91.89,91.89,91.89,True,True,True,True,{43}
2588,"BellSouth Telecommunications, Inc.",47157010720,32,30,30,29,29,93.75,93.75,90.62,90.62,True,True,True,True,"{10, 11, 12}"
2589,"COMCAST CABLE COMMUNICATIONS, LLC",47157010720,32,30,30,30,30,93.75,93.75,93.75,93.75,True,True,True,True,{43}
2590,"BellSouth Telecommunications, Inc.",47157010810,54,54,54,54,54,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12}"
2591,"COMCAST CABLE COMMUNICATIONS, LLC",47157010810,54,52,52,52,52,96.3,96.3,96.3,96.3,True,True,True,True,{43}
2592,"BellSouth Telecommunications, Inc.",47157011100,59,58,58,20,17,98.31,98.31,33.9,28.81,True,True,True,True,"{10, 11, 12}"
2593,"COMCAST CABLE COMMUNICATIONS, LLC",47157011100,59,41,41,41,41,69.49,69.49,69.49,69.49,True,True,True,True,{43}
2594,"BellSouth Telecommunications, Inc.",47157011500,73,73,60,10,2,100.0,82.19,13.7,2.74,True,True,False,False,"{10, 11, 12}"
2595,"COMCAST CABLE COMMUNICATIONS, LLC",47157011500,73,65,65,65,65,89.04,89.04,89.04,89.04,True,True,True,True,{43}
2596,"BellSouth Telecommunications, Inc.",47157011600,74,74,74,38,0,100.0,100.0,51.35,0.0,True,True,True,False,"{10, 11}"
2597,"COMCAST CABLE COMMUNICATIONS, LLC",47157011600,74,69,69,69,69,93.24,93.24,93.24,93.24,True,True,True,True,{43}
2598,"BellSouth Telecommunications, Inc.",47157011800,70,69,69,69,67,98.57,98.57,98.57,95.71,True,True,True,True,"{10, 11, 12, 50}"
2599,"COMCAST CABLE COMMUNICATIONS, LLC",47157011800,70,69,69,69,69,98.57,98.57,98.57,98.57,True,True,True,True,{43}
2600,Premier Satellite,47157020300,96,15,15,15,15,15.62,15.62,15.62,15.62,True,True,True,True,"{50, 70}"
2601,"Millington Telephone Co., Inc.",47157020300,96,95,95,95,95,98.96,98.96,98.96,98.96,True,True,True,True,"{10, 50}"
2602,"BellSouth Telecommunications, Inc.",47157020511,34,32,32,26,26,94.12,94.12,76.47,76.47,True,True,True,True,"{10, 11, 12}"
2603,"COMCAST CABLE COMMUNICATIONS, LLC",47157020511,34,32,32,32,32,94.12,94.12,94.12,94.12,True,True,True,True,{43}
2604,"BellSouth Telecommunications, Inc.",47157020512,63,62,60,54,52,98.41,95.24,85.71,82.54,True,True,True,True,"{10, 11, 12, 50}"
2605,"COMCAST CABLE COMMUNICATIONS, LLC",47157020512,63,59,59,59,59,93.65,93.65,93.65,93.65,True,True,True,True,{43}
2606,"BellSouth Telecommunications, Inc.",47157020524,45,45,45,45,45,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12}"
2607,"COMCAST CABLE COMMUNICATIONS, LLC",47157020524,45,45,45,45,45,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2608,"BellSouth Telecommunications, Inc.",47157020542,52,46,39,26,24,88.46,75.0,50.0,46.15,True,True,True,True,"{10, 11, 12}"
2609,"COMCAST CABLE COMMUNICATIONS, LLC",47157020542,52,41,41,41,41,78.85,78.85,78.85,78.85,True,True,True,True,{43}
2610,"BellSouth Telecommunications, Inc.",47157020622,63,59,54,48,47,93.65,85.71,76.19,74.6,True,True,True,True,"{10, 11, 12, 50}"
2611,"COMCAST CABLE COMMUNICATIONS, LLC",47157020622,63,54,54,54,54,85.71,85.71,85.71,85.71,True,True,True,True,{43}
2612,"BellSouth Telecommunications, Inc.",47157020633,39,35,35,35,34,89.74,89.74,89.74,87.18,True,True,True,True,"{10, 11, 12}"
2613,"COMCAST CABLE COMMUNICATIONS, LLC",47157020633,39,35,35,35,35,89.74,89.74,89.74,89.74,True,True,True,True,{43}
2614,"BellSouth Telecommunications, Inc.",47157020635,34,33,33,33,33,97.06,97.06,97.06,97.06,True,True,True,True,"{10, 11, 12}"
2615,"COMCAST CABLE COMMUNICATIONS, LLC",47157020635,34,34,34,34,34,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2616,"BellSouth Telecommunications, Inc.",47157020642,107,105,105,100,98,98.13,98.13,93.46,91.59,True,True,True,True,"{10, 11, 12, 50}"
2617,"COMCAST CABLE COMMUNICATIONS, LLC",47157020642,107,103,103,103,103,96.26,96.26,96.26,96.26,True,True,True,True,{43}
2618,"BellSouth Telecommunications, Inc.",47157020643,69,67,67,67,67,97.1,97.1,97.1,97.1,True,True,True,True,"{10, 11, 12, 50}"
2619,"COMCAST CABLE COMMUNICATIONS, LLC",47157020643,69,69,69,69,69,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2620,"BellSouth Telecommunications, Inc.",47157020644,102,100,100,98,98,98.04,98.04,96.08,96.08,True,True,True,True,"{10, 11, 12, 50}"
2621,"COMCAST CABLE COMMUNICATIONS, LLC",47157020644,102,101,101,101,101,99.02,99.02,99.02,99.02,True,True,True,True,{43}
2622,"BellSouth Telecommunications, Inc.",47157020651,95,93,93,93,91,97.89,97.89,97.89,95.79,True,True,True,True,"{10, 11, 12}"
2623,"COMCAST CABLE COMMUNICATIONS, LLC",47157020651,95,95,95,95,95,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2624,"BellSouth Telecommunications, Inc.",47157020652,63,63,63,62,59,100.0,100.0,98.41,93.65,True,True,True,True,"{10, 11, 12}"
2625,"COMCAST CABLE COMMUNICATIONS, LLC",47157020652,63,62,62,62,62,98.41,98.41,98.41,98.41,True,True,True,True,{43}
2626,"BellSouth Telecommunications, Inc.",47157020820,121,100,99,97,93,82.64,81.82,80.17,76.86,True,True,True,True,"{10, 11, 12, 50}"
2627,"Telepak Networks, Inc.",47157020820,121,8,8,8,8,6.61,6.61,6.61,6.61,False,False,False,False,{50}
2628,"COMCAST CABLE COMMUNICATIONS, LLC",47157020820,121,111,111,111,111,91.74,91.74,91.74,91.74,True,True,True,True,{43}
2629,"BellSouth Telecommunications, Inc.",47157020831,43,28,28,28,28,65.12,65.12,65.12,65.12,True,True,True,True,"{10, 11, 12, 50}"
2630,"Millington Telephone Co., Inc.",47157020831,43,1,1,1,1,2.33,2.33,2.33,2.33,False,False,False,False,"{10, 50}"
2631,"Millington CATV,Inc.",47157020831,43,1,1,1,1,2.33,2.33,2.33,2.33,False,False,False,False,"{40, 50}"
2632,"Telepak Networks, Inc.",47157020831,43,11,11,11,11,25.58,25.58,25.58,25.58,True,True,True,True,{50}
2633,"COMCAST CABLE COMMUNICATIONS, LLC",47157020831,43,28,28,28,28,65.12,65.12,65.12,65.12,True,True,True,True,{43}
2634,"BellSouth Telecommunications, Inc.",47157021010,198,182,182,175,173,91.92,91.92,88.38,87.37,True,True,True,True,"{10, 11, 12, 50}"
2635,"Telepak Networks, Inc.",47157021010,198,36,36,36,36,18.18,18.18,18.18,18.18,True,True,True,True,{50}
2636,"COMCAST CABLE COMMUNICATIONS, LLC",47157021010,198,182,182,182,182,91.92,91.92,91.92,91.92,True,True,True,True,{43}
2637,"BellSouth Telecommunications, Inc.",47157021124,79,72,72,72,71,91.14,91.14,91.14,89.87,True,True,True,True,"{10, 11, 12, 50}"
2638,"COMCAST CABLE COMMUNICATIONS, LLC",47157021124,79,78,78,78,78,98.73,98.73,98.73,98.73,True,True,True,True,{43}
2639,"BellSouth Telecommunications, Inc.",47157021138,32,29,29,27,26,90.62,90.62,84.38,81.25,True,True,True,True,"{10, 11, 12, 50}"
2640,"COMCAST CABLE COMMUNICATIONS, LLC",47157021138,32,29,29,29,29,90.62,90.62,90.62,90.62,True,True,True,True,{43}
2641,"BellSouth Telecommunications, Inc.",47157021141,69,61,61,61,58,88.41,88.41,88.41,84.06,True,True,True,True,"{10, 11, 12, 50}"
2642,"Telepak Networks, Inc.",47157021141,69,7,7,7,7,10.14,10.14,10.14,10.14,False,False,False,False,{50}
2643,"COMCAST CABLE COMMUNICATIONS, LLC",47157021141,69,66,66,66,66,95.65,95.65,95.65,95.65,True,True,True,True,{43}
2644,"BellSouth Telecommunications, Inc.",47157021341,82,81,81,81,74,98.78,98.78,98.78,90.24,True,True,True,True,"{10, 11, 12}"
2645,"COMCAST CABLE COMMUNICATIONS, LLC",47157021341,82,66,66,66,66,80.49,80.49,80.49,80.49,True,True,True,True,{43}
2646,"BellSouth Telecommunications, Inc.",47157021352,63,63,63,63,63,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}"
2647,"COMCAST CABLE COMMUNICATIONS, LLC",47157021352,63,62,62,62,62,98.41,98.41,98.41,98.41,True,True,True,True,{43}
2648,"BellSouth Telecommunications, Inc.",47157021353,105,99,99,98,94,94.29,94.29,93.33,89.52,True,True,True,True,"{10, 11, 12, 50}"
2649,"Tristate Internet, LLC",47157021353,105,1,1,0,0,0.95,0.95,0.0,0.0,False,False,False,False,{70}
2650,"COMCAST CABLE COMMUNICATIONS, LLC",47157021353,105,93,93,93,93,88.57,88.57,88.57,88.57,True,True,True,True,{43}
2651,"BellSouth Telecommunications, Inc.",47157021540,108,104,103,102,100,96.3,95.37,94.44,92.59,True,True,True,True,"{10, 11, 12, 50}"
2652,"COMCAST CABLE COMMUNICATIONS, LLC",47157021540,108,106,106,106,106,98.15,98.15,98.15,98.15,True,True,True,True,{43}
2653,"BellSouth Telecommunications, Inc.",47157021611,72,72,72,68,65,100.0,100.0,94.44,90.28,True,True,True,True,"{10, 11, 12, 50}"
2654,"COMCAST CABLE COMMUNICATIONS, LLC",47157021611,72,68,68,68,68,94.44,94.44,94.44,94.44,True,True,True,True,{43}
2655,"BellSouth Telecommunications, Inc.",47157021613,47,47,47,47,47,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}"
2656,"COMCAST CABLE COMMUNICATIONS, LLC",47157021613,47,45,45,45,45,95.74,95.74,95.74,95.74,True,True,True,True,{43}
2657,"BellSouth Telecommunications, Inc.",47157021726,17,12,12,11,10,70.59,70.59,64.71,58.82,True,True,True,True,"{10, 11, 12, 50}"
2658,"COMCAST CABLE COMMUNICATIONS, LLC",47157021726,17,14,14,14,14,82.35,82.35,82.35,82.35,True,True,True,True,{43}
2659,"BellSouth Telecommunications, Inc.",47157021744,55,55,55,55,55,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12}"
2660,"COMCAST CABLE COMMUNICATIONS, LLC",47157021744,55,54,54,54,54,98.18,98.18,98.18,98.18,True,True,True,True,{43}
2661,"BellSouth Telecommunications, Inc.",47157021745,67,65,65,64,64,97.01,97.01,95.52,95.52,True,True,True,True,"{10, 11, 12, 50}"
2662,"COMCAST CABLE COMMUNICATIONS, LLC",47157021745,67,66,66,66,66,98.51,98.51,98.51,98.51,True,True,True,True,{43}
2663,"BellSouth Telecommunications, Inc.",47157021746,30,29,29,29,29,96.67,96.67,96.67,96.67,True,True,True,True,"{10, 11, 12}"
2664,"COMCAST CABLE COMMUNICATIONS, LLC",47157021746,30,27,27,27,27,90.0,90.0,90.0,90.0,True,True,True,True,{43}
2665,"BellSouth Telecommunications, Inc.",47157021751,68,67,67,56,55,98.53,98.53,82.35,80.88,True,True,True,True,"{10, 11, 12, 50}"
2666,"COMCAST CABLE COMMUNICATIONS, LLC",47157021751,68,59,59,59,59,86.76,86.76,86.76,86.76,True,True,True,True,{43}
2667,"BellSouth Telecommunications, Inc.",47157021752,34,33,33,32,29,97.06,97.06,94.12,85.29,True,True,True,True,"{10, 11, 12, 50}"
2668,"Telepak Networks, Inc.",47157021752,34,2,2,2,2,5.88,5.88,5.88,5.88,False,False,False,False,{50}
2669,"COMCAST CABLE COMMUNICATIONS, LLC",47157021752,34,34,34,34,34,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2670,"BellSouth Telecommunications, Inc.",47157021754,34,34,34,34,34,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12}"
2671,"COMCAST CABLE COMMUNICATIONS, LLC",47157021754,34,32,32,32,32,94.12,94.12,94.12,94.12,True,True,True,True,{43}
2672,"BellSouth Telecommunications, Inc.",47157021900,60,59,58,51,50,98.33,96.67,85.0,83.33,True,True,True,True,"{10, 11, 12}"
2673,"Millington Telephone Co., Inc.",47157021900,60,1,1,1,1,1.67,1.67,1.67,1.67,False,False,False,False,"{10, 50}"
2674,"COMCAST CABLE COMMUNICATIONS, LLC",47157021900,60,50,50,50,50,83.33,83.33,83.33,83.33,True,True,True,True,{43}
2675,"BellSouth Telecommunications, Inc.",47157022023,49,49,20,19,15,100.0,40.82,38.78,30.61,True,True,True,True,"{10, 11, 12}"
2676,"COMCAST CABLE COMMUNICATIONS, LLC",47157022023,49,47,47,47,47,95.92,95.92,95.92,95.92,True,True,True,True,{43}
2677,"BellSouth Telecommunications, Inc.",47157022122,46,46,46,43,43,100.0,100.0,93.48,93.48,True,True,True,True,"{10, 11, 12}"
2678,"COMCAST CABLE COMMUNICATIONS, LLC",47157022122,46,46,46,46,46,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2679,"BellSouth Telecommunications, Inc.",47157022210,59,57,55,50,48,96.61,93.22,84.75,81.36,True,True,True,True,"{10, 11, 12, 70}"
2680,"COMCAST CABLE COMMUNICATIONS, LLC",47157022210,59,58,58,58,58,98.31,98.31,98.31,98.31,True,True,True,True,{43}
2681,"BellSouth Telecommunications, Inc.",47157022220,81,79,78,78,78,97.53,96.3,96.3,96.3,True,True,True,True,"{10, 11, 12}"
2682,"COMCAST CABLE COMMUNICATIONS, LLC",47157022220,81,79,79,79,79,97.53,97.53,97.53,97.53,True,True,True,True,{43}
2683,"BellSouth Telecommunications, Inc.",47157022310,66,66,64,63,63,100.0,96.97,95.45,95.45,True,True,True,True,"{10, 11, 12}"
2684,"COMCAST CABLE COMMUNICATIONS, LLC",47157022310,66,66,66,66,66,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2685,"BellSouth Telecommunications, Inc.",47157022321,53,53,52,51,51,100.0,98.11,96.23,96.23,True,True,True,True,"{10, 11, 12, 50}"
2686,"COMCAST CABLE COMMUNICATIONS, LLC",47157022321,53,52,52,52,52,98.11,98.11,98.11,98.11,True,True,True,True,{43}
2687,"BellSouth Telecommunications, Inc.",47157980400,9,7,7,7,5,77.78,77.78,77.78,55.56,True,True,True,True,"{10, 11, 12}"
2688,"COMCAST CABLE COMMUNICATIONS, LLC",47157980400,9,1,1,1,1,11.11,11.11,11.11,11.11,False,False,False,False,{43}
2689,"BellSouth Telecommunications, Inc.",47165020205,62,54,52,49,48,87.1,83.87,79.03,77.42,True,True,True,True,"{10, 11, 12, 50}"
2690,"COMCAST CABLE COMMUNICATIONS, LLC",47165020205,62,58,58,58,58,93.55,93.55,93.55,93.55,True,True,True,True,{43}
2691,"BellSouth Telecommunications, Inc.",47165020300,111,110,109,105,84,99.1,98.2,94.59,75.68,True,True,True,True,"{10, 11, 12, 50}"
2692,"COMCAST CABLE COMMUNICATIONS, LLC",47165020300,111,97,97,97,97,87.39,87.39,87.39,87.39,True,True,True,True,{43}
2693,"BellSouth Telecommunications, Inc.",47165020700,135,127,127,125,115,94.07,94.07,92.59,85.19,True,True,True,True,"{10, 11, 12, 50}"
2694,"COMCAST CABLE COMMUNICATIONS, LLC",47165020700,135,118,118,118,118,87.41,87.41,87.41,87.41,True,True,True,True,{43}
2695,"BellSouth Telecommunications, Inc.",47165021005,90,88,84,76,70,97.78,93.33,84.44,77.78,True,True,True,True,"{10, 11, 12, 50}"
2696,"COMCAST CABLE COMMUNICATIONS, LLC",47165021005,90,83,83,83,83,92.22,92.22,92.22,92.22,True,True,True,True,{43}
2697,"BellSouth Telecommunications, Inc.",47165021009,44,43,43,42,42,97.73,97.73,95.45,95.45,True,True,True,True,"{10, 11, 12, 50}"
2698,"COMCAST CABLE COMMUNICATIONS, LLC",47165021009,44,40,40,40,40,90.91,90.91,90.91,90.91,True,True,True,True,{43}
2699,"BellSouth Telecommunications, Inc.",47165021105,54,52,49,48,48,96.3,90.74,88.89,88.89,True,True,True,True,"{10, 11, 12, 50}"
2700,"COMCAST CABLE COMMUNICATIONS, LLC",47165021105,54,47,47,47,47,87.04,87.04,87.04,87.04,True,True,True,True,{43}
2701,"BellSouth Telecommunications, Inc.",47165021106,51,50,50,50,48,98.04,98.04,98.04,94.12,True,True,True,True,"{10, 11, 12, 50}"
2702,"COMCAST CABLE COMMUNICATIONS, LLC",47165021106,51,46,46,46,46,90.2,90.2,90.2,90.2,True,True,True,True,{43}
2703,"BellSouth Telecommunications, Inc.",47165021107,52,52,52,52,52,100.0,100.0,100.0,100.0,True,True,True,True,"{10, 11, 12, 50}"
2704,"COMCAST CABLE COMMUNICATIONS, LLC",47165021107,52,52,52,52,52,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2705,"BellSouth Telecommunications, Inc.",47165021203,68,63,63,61,61,92.65,92.65,89.71,89.71,True,True,True,True,"{10, 11, 12, 50}"
2706,"COMCAST CABLE COMMUNICATIONS, LLC",47165021203,68,62,62,62,62,91.18,91.18,91.18,91.18,True,True,True,True,{43}
2707,"BellSouth Telecommunications, Inc.",47165021204,67,65,65,65,64,97.01,97.01,97.01,95.52,True,True,True,True,"{10, 11, 12, 50}"
2708,"COMCAST CABLE COMMUNICATIONS, LLC",47165021204,67,59,59,59,59,88.06,88.06,88.06,88.06,True,True,True,True,{43}
2709,"Millington Telephone Co., Inc.",47167040302,120,109,109,109,109,90.83,90.83,90.83,90.83,True,True,True,True,"{10, 50}"
2710,"Millington CATV,Inc.",47167040302,120,105,105,105,105,87.5,87.5,87.5,87.5,True,True,True,True,"{40, 50}"
2711,"COMCAST CABLE COMMUNICATIONS, LLC",47167040302,120,3,3,3,3,2.5,2.5,2.5,2.5,False,False,False,False,{43}
2712,"BellSouth Telecommunications, Inc.",47167040500,104,71,71,66,64,68.27,68.27,63.46,61.54,True,True,True,True,"{10, 11, 12, 50}"
2713,"Millington Telephone Co., Inc.",47167040500,104,31,31,31,31,29.81,29.81,29.81,29.81,True,True,True,True,"{10, 50}"
2714,"Millington CATV,Inc.",47167040500,104,35,35,35,35,33.65,33.65,33.65,33.65,True,True,True,True,"{40, 50}"
2715,"COMCAST CABLE COMMUNICATIONS, LLC",47167040500,104,45,45,45,45,43.27,43.27,43.27,43.27,True,True,True,True,{43}
2716,"BellSouth Telecommunications, Inc.",47167040700,149,148,148,143,92,99.33,99.33,95.97,61.74,True,True,True,True,"{10, 11, 12}"
2717,"Millington Telephone Co., Inc.",47167040700,149,1,1,1,1,0.67,0.67,0.67,0.67,False,False,False,False,{50}
2718,"COMCAST CABLE COMMUNICATIONS, LLC",47167040700,149,136,136,136,136,91.28,91.28,91.28,91.28,True,True,True,True,{43}
2719,"BellSouth Telecommunications, Inc.",47187050204,43,24,24,22,22,55.81,55.81,51.16,51.16,True,True,True,True,"{10, 11, 12, 50}"
2720,United Telephone Company,47187050204,43,31,31,26,26,72.09,72.09,60.47,60.47,True,True,True,True,"{50, 11}"
2721,"COMCAST CABLE COMMUNICATIONS, LLC",47187050204,43,37,37,37,37,86.05,86.05,86.05,86.05,True,True,True,True,{43}
2722,"BellSouth Telecommunications, Inc.",47187050303,29,29,29,28,27,100.0,100.0,96.55,93.1,True,True,True,True,"{10, 11, 12, 50}"
2723,"COMCAST CABLE COMMUNICATIONS, LLC",47187050303,29,29,29,29,29,100.0,100.0,100.0,100.0,True,True,True,True,{43}
2724,"BellSouth Telecommunications, Inc.",47187050305,30,26,26,22,20,86.67,86.67,73.33,66.67,True,True,True,True,"{10, 11, 12, 50}"
2725,"COMCAST CABLE COMMUNICATIONS, LLC",47187050305,30,28,28,28,28,93.33,93.33,93.33,93.33,True,True,True,True,{43}
2726,"BellSouth Telecommunications, Inc.",47187050406,40,36,36,27,23,90.0,90.0,67.5,57.5,True,True,True,True,"{10, 11, 12, 50}"
2727,"COMCAST CABLE COMMUNICATIONS, LLC",47187050406,40,38,38,38,38,95.0,95.0,95.0,95.0,True,True,True,True,{43}
2728,"BellSouth Telecommunications, Inc.",47187050502,124,119,116,54,44,95.97,93.55,43.55,35.48,True,True,True,True,"{70, 10, 11, 12, 50}"
2729,"COMCAST CABLE COMMUNICATIONS, LLC",47187050502,124,62,62,62,62,50.0,50.0,50.0,50.0,True,True,True,True,{43}
2730,"BellSouth Telecommunications, Inc.",47187050601,73,70,68,62,56,95.89,93.15,84.93,76.71,True,True,True,True,"{10, 11, 12, 50}"
2731,"COMCAST CABLE COMMUNICATIONS, LLC",47187050601,73,62,62,62,62,84.93,84.93,84.93,84.93,True,True,True,True,{43}
2732,"BellSouth Telecommunications, Inc.",47187050701,50,49,49,49,49,98.0,98.0,98.0,98.0,True,True,True,True,"{10, 11, 12, 50}"
2733,"COMCAST CABLE COMMUNICATIONS, LLC",47187050701,50,49,49,49,49,98.0,98.0,98.0,98.0,True,True,True,True,{43}
2734,"BellSouth Telecommunications, Inc.",47187050702,52,52,52,50,48,100.0,100.0,96.15,92.31,True,True,True,True,"{10, 11, 12, 50}"
2735,"COMCAST CABLE COMMUNICATIONS, LLC",47187050702,52,49,49,49,49,94.23,94.23,94.23,94.23,True,True,True,True,{43}
